genres,description,book_name,book_authors,book_desc,book_pages,book_rating,book_rating_count,book_review_count,genres,image_url
Fantasy,"Savannah Winters went from homecoming queen to vampire princess in one terrifying night. Now she must find a way to survive the dark world she lives without letting the anger and depression overwhelm and destroy her. Maintaining a balance between her supernatural identity and human cover is more difficult then she could ever imagine. And her decision to separate herself from her family only makes matters worse. How could she forgive her sister, Rebecca for the role she played in her demise? It’s a question Rebecca struggles with herself as she attempts to rebuild the Arizona wolf pack after the massacre that left her a lone wolf. How can she convince her dear sweet sister, Savannah to forgive her? While Rebecca and Savannah juggle the challenges of their new identities, responsibilities, political alliances, and the men in their lives Hunter becomes obsessed with unlocking the powers they have as natural born witches and finding a cure to the viruses that changed his sisters lives indefinitely. More family secrets unravel and threaten to destroy the fragile connection the Winters siblings share while more enemies come out of the darkness to tear their new worlds apart. Jami Brumfield Paranormal|Vampires|Shapeshifters|Werewolves|Paranormal|Witches|Paranormal|Angels",Vampire Princess Rising,Jami Brumfield,"Savannah Winters went from homecoming queen to vampire princess in one terrifying night. Now she must find a way to survive the dark world she lives without letting the anger and depression overwhelm and destroy her. Maintaining a balance between her supernatural identity and human cover is more difficult then she could ever imagine. And her decision to separate herself from her family only makes matters worse. How could she forgive her sister, Rebecca for the role she played in her demise? It’s a question Rebecca struggles with herself as she attempts to rebuild the Arizona wolf pack after the massacre that left her a lone wolf. How can she convince her dear sweet sister, Savannah to forgive her? While Rebecca and Savannah juggle the challenges of their new identities, responsibilities, political alliances, and the men in their lives Hunter becomes obsessed with unlocking the powers they have as natural born witches and finding a cure to the viruses that changed his sisters lives indefinitely. More family secrets unravel and threaten to destroy the fragile connection the Winters siblings share while more enemies come out of the darkness to tear their new worlds apart.",326 pages,4.35,218,32,Paranormal|Vampires|Shapeshifters|Werewolves|Paranormal|Witches|Paranormal|Angels,https://images.gr-assets.com/books/1400114041l/22090082.jpg
Fantasy,"Suze is a mediator -- a liaison between the living and the dead. In other words, she sees dead people. And they won't leave her alone until she helps them resolve their unfinished business with the living. But Jesse, the hot ghost haunting her bedroom, doesn't seem to need her help. Which is a relief, because Suze has just moved to sunny California and plans to start fresh, with trips to the mall instead of the cemetery, and surfing instead of spectral visitations.But the very first day at her new school, Suze realizes it's not that easy. There's a ghost with revenge on her mind ... and Suze happens to be in the way. Meg Cabot Young Adult|Fantasy|Paranormal|Fantasy|Paranormal|Ghosts|Romance",Shadowland,Meg Cabot,"Suze is a mediator -- a liaison between the living and the dead. In other words, she sees dead people. And they won't leave her alone until she helps them resolve their unfinished business with the living. But Jesse, the hot ghost haunting her bedroom, doesn't seem to need her help. Which is a relief, because Suze has just moved to sunny California and plans to start fresh, with trips to the mall instead of the cemetery, and surfing instead of spectral visitations.But the very first day at her new school, Suze realizes it's not that easy. There's a ghost with revenge on her mind ... and Suze happens to be in the way.",287 pages,4.04,57495,2243,Young Adult|Fantasy|Paranormal|Fantasy|Paranormal|Ghosts|Romance,https://images.gr-assets.com/books/1327886166l/187811.jpg
Mystery,"MGB officer Leo is a man who never questions the Party Line. He arrests whomever he is told to arrest. He dismisses the horrific death of a young boy because he is told to, because he believes the Party stance that there can be no murder in Communist Russia. Leo is the perfect soldier of the regime. But suddenly his confidence that everything he does serves a great good is shaken. He is forced to watch a man he knows to be innocent be brutally tortured. And then he is told to arrest his own wife. Leo understands how the State works: Trust and check, but check particularly on those we trust. He faces a stark choice: his wife or his life. And still the killings of children continue... Tom Rob Smith Fiction|Historical|Historical Fiction|Mystery|Thriller|Mystery|Crime|Cultural|Russia|Historical",Child 44,Tom Rob Smith,"MGB officer Leo is a man who never questions the Party Line. He arrests whomever he is told to arrest. He dismisses the horrific death of a young boy because he is told to, because he believes the Party stance that there can be no murder in Communist Russia. Leo is the perfect soldier of the regime. But suddenly his confidence that everything he does serves a great good is shaken. He is forced to watch a man he knows to be innocent be brutally tortured. And then he is told to arrest his own wife. Leo understands how the State works: Trust and check, but check particularly on those we trust. He faces a stark choice: his wife or his life. And still the killings of children continue...",509 pages,4.09,61983,5780,Fiction|Historical|Historical Fiction|Mystery|Thriller|Mystery|Crime|Cultural|Russia|Historical,https://images.gr-assets.com/books/1326549060l/2161733.jpg
Fantasy,"""Alas, Babylon."" Those fateful words heralded the end. When a nuclear holocaust ravages the United States, a thousand years of civilization are stripped away overnight, and tens of millions of people are killed instantly. But for one small town in Florida, miraculously spared, the struggle is just beginning, as men and women of all backgrounds join together to confront the darkness. Pat Frank Fiction|Science Fiction|Apocalyptic|Post Apocalyptic|Classics|Science Fiction|Apocalyptic|Science Fiction|Dystopia|Adventure|Survival|Science Fiction Fantasy|Audiobook|Literature","Alas, Babylon",Pat Frank,"""Alas, Babylon."" Those fateful words heralded the end. When a nuclear holocaust ravages the United States, a thousand years of civilization are stripped away overnight, and tens of millions of people are killed instantly. But for one small town in Florida, miraculously spared, the struggle is just beginning, as men and women of all backgrounds join together to confront the darkness.",323 pages,4.07,34449,2823,Fiction|Science Fiction|Apocalyptic|Post Apocalyptic|Classics|Science Fiction|Apocalyptic|Science Fiction|Dystopia|Adventure|Survival|Science Fiction Fantasy|Audiobook|Literature,https://images.gr-assets.com/books/1440605255l/38169.jpg
Childrens,"Millie McDeevit screamed a screamSo loud it made her eyebrows steam.She screamed so loudHer jawbone broke,Her tongue caught fire,Her nostrils smoked...
 Poor Screamin' Millie is just one of the unforgettable characters in this wondrous new book of poems and drawings by the creator of Where the Sidewalk Ends and A Light in the Attic. Here you will also meet Allison Beals and her twenty-five eels; Danny O'Dare, the dancin' bear; the Human Balloon; and Headphone Harold.So come, wander through the Nose Garden, ride the Little Hoarse, eat in the Strange Restaurant, and let the magic of Shel Silverstein open your eyes and tickle your mind. Shel Silverstein Childrens|Poetry|Humor|Young Adult",Falling Up,Shel Silverstein,"Millie McDeevit screamed a screamSo loud it made her eyebrows steam.She screamed so loudHer jawbone broke,Her tongue caught fire,Her nostrils smoked...
 Poor Screamin' Millie is just one of the unforgettable characters in this wondrous new book of poems and drawings by the creator of Where the Sidewalk Ends and A Light in the Attic. Here you will also meet Allison Beals and her twenty-five eels; Danny O'Dare, the dancin' bear; the Human Balloon; and Headphone Harold.So come, wander through the Nose Garden, ride the Little Hoarse, eat in the Strange Restaurant, and let the magic of Shel Silverstein open your eyes and tickle your mind.",178 pages,4.33,117244,1419,Childrens|Poetry|Humor|Young Adult,https://images.gr-assets.com/books/1327871908l/30120.jpg
Mystery,"In what is arguably his greatest book, America's most heroically ambitious writer follows the short, blighted career of Gary Gilmore, an intractably violent product of America's prisons who became notorious for two reasons: first, for robbing two men in 1976, then killing them in cold blood; and, second, after being tried and convicted, for insisting on dying for his crime. To do so, he had to fight a system that seemed paradoxically intent on keeping him alive long after it had sentenced him to death.Norman Mailer tells Gilmore's story--and those of the men and women caught up in his procession toward the firing squad--with implacable authority, steely compassion, and a restraint that evokes the parched landscapes and stern theology of Gilmore's Utah. The Executioner's Song is a trip down the wrong side of the tracks to the deepest sources of American loneliness and violence. It is a towering achievement--impossible to put down, impossible to forget.Winner of the 1980 Pulitzer Prize Norman Mailer Nonfiction|Crime|True Crime|Mystery|Crime",The Executioner's Song,Norman Mailer,"In what is arguably his greatest book, America's most heroically ambitious writer follows the short, blighted career of Gary Gilmore, an intractably violent product of America's prisons who became notorious for two reasons: first, for robbing two men in 1976, then killing them in cold blood; and, second, after being tried and convicted, for insisting on dying for his crime. To do so, he had to fight a system that seemed paradoxically intent on keeping him alive long after it had sentenced him to death.Norman Mailer tells Gilmore's story--and those of the men and women caught up in his procession toward the firing squad--with implacable authority, steely compassion, and a restraint that evokes the parched landscapes and stern theology of Gilmore's Utah. The Executioner's Song is a trip down the wrong side of the tracks to the deepest sources of American loneliness and violence. It is a towering achievement--impossible to put down, impossible to forget.Winner of the 1980 Pulitzer Prize",1056 pages,4.07,16472,1067,Nonfiction|Crime|True Crime|Mystery|Crime,https://images.gr-assets.com/books/1325755176l/12468.jpg
Romance,"When sheltered American good girl Allyson ""LuLu"" Healey first meets laid-back Dutch actor Willem De Ruiter at an underground performance of Twelfth Night in England, there’s an undeniable spark. After just one day together, that spark bursts into a flame, or so it seems to Allyson, until the following morning, when she wakes up after a whirlwind day in Paris to discover that Willem has left.Over the next year, Allyson embarks on a journey to come to terms with the narrow confines of her life, and through Shakespeare, travel, and a quest for her almost-true-love, to break free of those confines. Gayle Forman Young Adult|Romance|Contemporary|Fiction",Just One Day,Gayle Forman,"When sheltered American good girl Allyson ""LuLu"" Healey first meets laid-back Dutch actor Willem De Ruiter at an underground performance of Twelfth Night in England, there’s an undeniable spark. After just one day together, that spark bursts into a flame, or so it seems to Allyson, until the following morning, when she wakes up after a whirlwind day in Paris to discover that Willem has left.Over the next year, Allyson embarks on a journey to come to terms with the narrow confines of her life, and through Shakespeare, travel, and a quest for her almost-true-love, to break free of those confines.",369 pages,4.01,72096,7788,Young Adult|Romance|Contemporary|Fiction,https://images.gr-assets.com/books/1368722144l/17623975.jpg
Romance,"Bride McTierney has had it with men. They're cheap, self-centered, and never love her for who she is. But though she prides herself on being independent, deep down she still yearns for a knight in shining armor.She just never expected her knight in shining armor to have a shiny coat of fur...Deadly and tortured, Vane Kattalakis isn't what he seems. Most women lament that their boyfriends are dogs. In Bride's case, hers is a wolf. A Were-Hunter wolf. Wanted dead by his enemies, Vane isn't looking for a mate. But the Fates have marked Bride as his. Now he has three weeks to either convince Bride that the supernatural is real or he will spend the rest of his life neutered—something no self-respecting wolf can accept...But how does a wolf convince a human to trust him with her life when his enemies are out to end his? In the world of the Were-Hunters, it really is dog-eat-dog. And only one alpha male can win. Sherrilyn Kenyon Romance|Paranormal Romance|Fantasy|Paranormal|Romance|Fantasy|Paranormal|Vampires",Night Play,Sherrilyn Kenyon,"Bride McTierney has had it with men. They're cheap, self-centered, and never love her for who she is. But though she prides herself on being independent, deep down she still yearns for a knight in shining armor.She just never expected her knight in shining armor to have a shiny coat of fur...Deadly and tortured, Vane Kattalakis isn't what he seems. Most women lament that their boyfriends are dogs. In Bride's case, hers is a wolf. A Were-Hunter wolf. Wanted dead by his enemies, Vane isn't looking for a mate. But the Fates have marked Bride as his. Now he has three weeks to either convince Bride that the supernatural is real or he will spend the rest of his life neutered—something no self-respecting wolf can accept...But how does a wolf convince a human to trust him with her life when his enemies are out to end his? In the world of the Were-Hunters, it really is dog-eat-dog. And only one alpha male can win.",362 pages,4.35,46911,1490,Romance|Paranormal Romance|Fantasy|Paranormal|Romance|Fantasy|Paranormal|Vampires,https://images.gr-assets.com/books/1316131575l/84151.jpg
Romance,"Feyre survived Amarantha's clutches to return to the Spring Court—but at a steep cost. Though she now has the powers of the High Fae, her heart remains human, and it can't forget the terrible deeds she performed to save Tamlin's people.Nor has Feyre forgotten her bargain with Rhysand, High Lord of the feared Night Court. As Feyre navigates its dark web of politics, passion, and dazzling power, a greater evil looms—and she might be key to stopping it. But only if she can harness her harrowing gifts, heal her fractured soul, and decide how she wishes to shape her future—and the future of a world torn apart. Sarah J. Maas Fantasy|Romance|Young Adult|New Adult",A Court of Mist and Fury,Sarah J. Maas,"Feyre survived Amarantha's clutches to return to the Spring Court—but at a steep cost. Though she now has the powers of the High Fae, her heart remains human, and it can't forget the terrible deeds she performed to save Tamlin's people.Nor has Feyre forgotten her bargain with Rhysand, High Lord of the feared Night Court. As Feyre navigates its dark web of politics, passion, and dazzling power, a greater evil looms—and she might be key to stopping it. But only if she can harness her harrowing gifts, heal her fractured soul, and decide how she wishes to shape her future—and the future of a world torn apart.",624 pages,4.69,196549,29189,Fantasy|Romance|Young Adult|New Adult,https://images.gr-assets.com/books/1487592053l/26073150.jpg
Horror,"First time in trade paperback: the third novel in the #1 New York Times bestselling series. In Circus of the Damned-now in trade paperback for the first time-a rogue master vampire hits town, and Anita gets caught in the middle of an undead turf war. Jean-Claude, the Master Vamp of the city, wants her for his own-but his enemies have other plans. And to make matters worse, Anita takes a hit to the heart when she meets a stunningly handsome junior high science teacher named Richard Zeeman. They're two humans caught in the crossfire-or so Anita thinks. Laurell K. Hamilton Fantasy|Urban Fantasy|Paranormal|Vampires|Fantasy|Paranormal|Fantasy|Horror|Romance",Circus of the Damned,Laurell K. Hamilton,"First time in trade paperback: the third novel in the #1 New York Times bestselling series. In Circus of the Damned-now in trade paperback for the first time-a rogue master vampire hits town, and Anita gets caught in the middle of an undead turf war. Jean-Claude, the Master Vamp of the city, wants her for his own-but his enemies have other plans. And to make matters worse, Anita takes a hit to the heart when she meets a stunningly handsome junior high science teacher named Richard Zeeman. They're two humans caught in the crossfire-or so Anita thinks.",320 pages,4.16,83584,1502,Fantasy|Urban Fantasy|Paranormal|Vampires|Fantasy|Paranormal|Fantasy|Horror|Romance,https://images.gr-assets.com/books/1388183340l/30274.jpg
Childrens,"Illus. in full color. ""Four funny easy-to-read stories all with subtly planted moral lessons.""--Publishers Weekly.  THE SNEETCHES""Now, the Star-Belly Sneetches / Had bellies with stars. / The Plain-Belly Sneetches / Had none upon thars."" This collection of four of Dr. Seuss's most winning stories begins with that unforgettable tale of the unfortunate Sneetches, bamboozled by one Sylvester McMonkey McBean (""the Fix-it-up Chappie""), who teaches them that pointless prejudice can be costly.THE ZAXFollowing the Sneetches, a South-Going Zax and a North-Going Zax seem determined to butt heads on the prairie of Prax.TOO MANY DAVESThen there's the tongue-twisting story of Mrs. McCave--you know, the one who had 23 sons and named them all Dave. (She realizes that she'd be far less confused had she given them different names, like Marvin O'Gravel Balloon Face or Zanzibar Buck-Buck McFate.)WHAT WAS I SCARED OF?A slightly spooky adventure involving a pair of haunted trousers--""What was I scared of?""--closes out the collection. Sneetches and Other Stories is Seuss at his best, with distinctively wacky illustrations and ingeniously weird prose. (Ages 4 to 8) --Paul Hughes Dr. Seuss Childrens|Childrens|Picture Books|Fiction",The Sneetches and Other Stories,Dr. Seuss,"Illus. in full color. ""Four funny easy-to-read stories all with subtly planted moral lessons.""--Publishers Weekly.  THE SNEETCHES""Now, the Star-Belly Sneetches / Had bellies with stars. / The Plain-Belly Sneetches / Had none upon thars."" This collection of four of Dr. Seuss's most winning stories begins with that unforgettable tale of the unfortunate Sneetches, bamboozled by one Sylvester McMonkey McBean (""the Fix-it-up Chappie""), who teaches them that pointless prejudice can be costly.THE ZAXFollowing the Sneetches, a South-Going Zax and a North-Going Zax seem determined to butt heads on the prairie of Prax.TOO MANY DAVESThen there's the tongue-twisting story of Mrs. McCave--you know, the one who had 23 sons and named them all Dave. (She realizes that she'd be far less confused had she given them different names, like Marvin O'Gravel Balloon Face or Zanzibar Buck-Buck McFate.)WHAT WAS I SCARED OF?A slightly spooky adventure involving a pair of haunted trousers--""What was I scared of?""--closes out the collection. Sneetches and Other Stories is Seuss at his best, with distinctively wacky illustrations and ingeniously weird prose. (Ages 4 to 8) --Paul Hughes",65 pages,4.31,58991,890,Childrens|Childrens|Picture Books|Fiction,https://images.gr-assets.com/books/1389388191l/105549.jpg
Romance,"""I can't just storm in and proclaim my intentions. I can't 'steal' you away. I just have to wait and hope that, someday, you'll ask,"" Tamani said.""And if I don't?"" Laurel said, her voice barely above a whisper.""Then I guess I'll be waiting forever.""Although Laurel has come to accept her true identity as a faerie, she refuses to turn her back on her human life - and especially her boyfriend, David - to return to the faerie world.But when she is summoned to Avalon, Laurel's feelings for the charismatic faerie sentry Tamani are undeniable. She is forced to make a choice - a choice that could break her heart. Aprilynne Pike Fantasy|Young Adult|Romance|Fantasy|Paranormal|Paranormal|Fairies",Spells,Aprilynne Pike,"""I can't just storm in and proclaim my intentions. I can't 'steal' you away. I just have to wait and hope that, someday, you'll ask,"" Tamani said.""And if I don't?"" Laurel said, her voice barely above a whisper.""Then I guess I'll be waiting forever.""Although Laurel has come to accept her true identity as a faerie, she refuses to turn her back on her human life - and especially her boyfriend, David - to return to the faerie world.But when she is summoned to Avalon, Laurel's feelings for the charismatic faerie sentry Tamani are undeniable. She is forced to make a choice - a choice that could break her heart.",359 pages,3.98,37832,1997,Fantasy|Young Adult|Romance|Fantasy|Paranormal|Paranormal|Fairies,https://images.gr-assets.com/books/1328316409l/6801582.jpg
Fantasy,"Ruby never asked for the abilities that almost cost her her life. Now she must call upon them on a daily basis, leading dangerous missions to bring down a corrupt government and breaking into the minds of her enemies. Other kids in the Children’s League call Ruby “Leader”, but she knows what she really is: a monster. When Ruby is entrusted with an explosive secret, she must embark on her most dangerous mission yet: leaving the Children’s League behind. Crucial information about the disease that killed most of America’s children—and turned Ruby and the others who lived into feared and hated outcasts—has survived every attempt to destroy it. But the truth is only saved in one place: a flashdrive in the hands of Liam Stewart, the boy Ruby once believed was her future—and who now wouldn’t recognize her. As Ruby sets out across a desperate, lawless country to find Liam—and answers about the catastrophe that has ripped both her life and America apart—she is torn between old friends and the promise she made to serve the League. Ruby will do anything to protect the people she loves. But what if winning the war means losing herself? Alexandra Bracken Science Fiction|Dystopia|Young Adult|Fantasy|Science Fiction",Never Fade,Alexandra Bracken,"Ruby never asked for the abilities that almost cost her her life. Now she must call upon them on a daily basis, leading dangerous missions to bring down a corrupt government and breaking into the minds of her enemies. Other kids in the Children’s League call Ruby “Leader”, but she knows what she really is: a monster. When Ruby is entrusted with an explosive secret, she must embark on her most dangerous mission yet: leaving the Children’s League behind. Crucial information about the disease that killed most of America’s children—and turned Ruby and the others who lived into feared and hated outcasts—has survived every attempt to destroy it. But the truth is only saved in one place: a flashdrive in the hands of Liam Stewart, the boy Ruby once believed was her future—and who now wouldn’t recognize her. As Ruby sets out across a desperate, lawless country to find Liam—and answers about the catastrophe that has ripped both her life and America apart—she is torn between old friends and the promise she made to serve the League. Ruby will do anything to protect the people she loves. But what if winning the war means losing herself?",507 pages,4.3,60877,5754,Science Fiction|Dystopia|Young Adult|Fantasy|Science Fiction,https://images.gr-assets.com/books/1368460550l/16150830.jpg
Fantasy,"Danger waits on both sides of the grave.Half-vampire Cat Crawfield and her vampire husband Bones have fought for their lives, as well as for their relationship. But just when they've triumphed over the latest battle, Cat's new and unexpected abilities threaten to upset a long-standing balance . . .With the mysterious disappearance of vampires, rumors abound that a species war is brewing. A zealot is inciting tensions between the vampires and ghouls, and if these two powerful groups clash, innocent mortals could become collateral damage. Now Cat and Bones are forced to seek help from a dangerous ""ally""—the ghoul queen of New Orleans herself. But the price of her assistance may prove more treacherous than even the threat of a supernatural war . . . to say nothing of the repercussions Cat never imagined. Jeaniene Frost Paranormal|Vampires|Fantasy|Paranormal|Fantasy|Urban Fantasy|Romance|Paranormal Romance|Romance|Fantasy",This Side of the Grave,Jeaniene Frost,"Danger waits on both sides of the grave.Half-vampire Cat Crawfield and her vampire husband Bones have fought for their lives, as well as for their relationship. But just when they've triumphed over the latest battle, Cat's new and unexpected abilities threaten to upset a long-standing balance . . .With the mysterious disappearance of vampires, rumors abound that a species war is brewing. A zealot is inciting tensions between the vampires and ghouls, and if these two powerful groups clash, innocent mortals could become collateral damage. Now Cat and Bones are forced to seek help from a dangerous ""ally""—the ghoul queen of New Orleans herself. But the price of her assistance may prove more treacherous than even the threat of a supernatural war . . . to say nothing of the repercussions Cat never imagined.",357 pages,4.28,53082,2328,Paranormal|Vampires|Fantasy|Paranormal|Fantasy|Urban Fantasy|Romance|Paranormal Romance|Romance|Fantasy,https://images.gr-assets.com/books/1282659107l/6871617.jpg
Fantasy,"Incarceron -- a futuristic prison, sealed from view, where the descendants of the original prisoners live in a dark world torn by rivalry and savagery. It is a terrifying mix of high technology -- a living building which pervades the novel as an ever-watchful, ever-vengeful character, and a typical medieval torture chamber -- chains, great halls, dungeons. A young prisoner, Finn, has haunting visions of an earlier life, and cannot believe he was born here and has always been here. In the outer world, Claudia, daughter of the Warden of Incarceron, is trapped in her own form of prison -- a futuristic world constructed beautifully to look like a past era, an imminent marriage she dreads. She knows nothing of Incarceron, except that it exists. But there comes a moment when Finn, inside Incarceron, and Claudia, outside, simultaneously find a device -- a crystal key, through which they can talk to each other. And so the plan for Finn's escape is born ... Catherine Fisher Fantasy|Young Adult|Science Fiction|Dystopia|Science Fiction|Science Fiction|Steampunk",Incarceron,Catherine Fisher,"Incarceron -- a futuristic prison, sealed from view, where the descendants of the original prisoners live in a dark world torn by rivalry and savagery. It is a terrifying mix of high technology -- a living building which pervades the novel as an ever-watchful, ever-vengeful character, and a typical medieval torture chamber -- chains, great halls, dungeons. A young prisoner, Finn, has haunting visions of an earlier life, and cannot believe he was born here and has always been here. In the outer world, Claudia, daughter of the Warden of Incarceron, is trapped in her own form of prison -- a futuristic world constructed beautifully to look like a past era, an imminent marriage she dreads. She knows nothing of Incarceron, except that it exists. But there comes a moment when Finn, inside Incarceron, and Claudia, outside, simultaneously find a device -- a crystal key, through which they can talk to each other. And so the plan for Finn's escape is born ...",458 pages,3.64,54227,5233,Fantasy|Young Adult|Science Fiction|Dystopia|Science Fiction|Science Fiction|Steampunk,https://images.gr-assets.com/books/1327414514l/332775.jpg
Romance,"Seven months ago on a rainy March night, Willow's parents drank too much wine at dinner and asked her to drive them home. But they never made it--Willow lost control of the car, and both of her parents were killed.Now seventeen, Willow is living with her older brother, who can barely speak to her. She has left behind her old home, friends, and school. But Willow has found a way to survive, to numb the new reality of her life: She is secretly cutting herself.And then she meets Guy, a boy as sensitive and complicated as she is. When Guy discovers Willow's secret, he pulls her out of the solitary world she's created for herself, and into a difficult, intense, and potentially life-changing relationship.Julia Hoban has created an unflinching story about cutting, grieving, and starting anew. But above all, she has written an unforgettable tale of first love. Julia Hoban Young Adult|Romance|Contemporary|Fiction|Realistic Fiction",Willow,Julia Hoban,"Seven months ago on a rainy March night, Willow's parents drank too much wine at dinner and asked her to drive them home. But they never made it--Willow lost control of the car, and both of her parents were killed.Now seventeen, Willow is living with her older brother, who can barely speak to her. She has left behind her old home, friends, and school. But Willow has found a way to survive, to numb the new reality of her life: She is secretly cutting herself.And then she meets Guy, a boy as sensitive and complicated as she is. When Guy discovers Willow's secret, he pulls her out of the solitary world she's created for herself, and into a difficult, intense, and potentially life-changing relationship.Julia Hoban has created an unflinching story about cutting, grieving, and starting anew. But above all, she has written an unforgettable tale of first love.",329 pages,3.93,30811,1979,Young Adult|Romance|Contemporary|Fiction|Realistic Fiction,https://images.gr-assets.com/books/1428890977l/4570768.jpg
Romance,"GIFTED AND CURSEDKaitlyn Fairchild has always felt like an outsider. Her haunting eyes and prophetic drawings have earned her a reputation as a witch. But Kait's not a witch: she's psychic. Tired of being shunned, Kait accepts an invitation to attend the Zetes Institute, where she can study with other psychic teens and have a fresh start.As Kaitlyn learns to hone her abilities with four other gifted students, she starts to discover the intensity of her power - and the joy of having true friends. But those friendships quickly become complicated when Kait finds herself torn between two irresistible guys. Rob is a healer - kind and gentle, he's surrounded by good energy, while Gabriel is aggressive and mysterious - a telepath concealing his true nature. Together, Rob and Gabriel's opposing forces start to threaten the group's stability, and when an experiment traps the five teens in a psychic link - a link that threatens their sanity and their lives - Kaitlyn must decide who to trust and who to love... L.J. Smith Young Adult|Fantasy|Paranormal|Fantasy|Romance",Dark Visions,L.J. Smith,"GIFTED AND CURSEDKaitlyn Fairchild has always felt like an outsider. Her haunting eyes and prophetic drawings have earned her a reputation as a witch. But Kait's not a witch: she's psychic. Tired of being shunned, Kait accepts an invitation to attend the Zetes Institute, where she can study with other psychic teens and have a fresh start.As Kaitlyn learns to hone her abilities with four other gifted students, she starts to discover the intensity of her power - and the joy of having true friends. But those friendships quickly become complicated when Kait finds herself torn between two irresistible guys. Rob is a healer - kind and gentle, he's surrounded by good energy, while Gabriel is aggressive and mysterious - a telepath concealing his true nature. Together, Rob and Gabriel's opposing forces start to threaten the group's stability, and when an experiment traps the five teens in a psychic link - a link that threatens their sanity and their lives - Kaitlyn must decide who to trust and who to love...",732 pages,4.19,36456,1109,Young Adult|Fantasy|Paranormal|Fantasy|Romance,https://images.gr-assets.com/books/1296605183l/6780439.jpg
Mystery,"A worldwide bestseller first published in 1980, this novel tells the story of Jennifer Parker, a successful lawyer who is loved by two men, one a politician, the other, a mafia don. Other work by the author includes The Other Side of Midnight and If Tomorrow Comes. Sidney Sheldon Fiction|Thriller|Mystery|Suspense|Romance",Rage of Angels,Sidney Sheldon,"A worldwide bestseller first published in 1980, this novel tells the story of Jennifer Parker, a successful lawyer who is loved by two men, one a politician, the other, a mafia don. Other work by the author includes The Other Side of Midnight and If Tomorrow Comes.",512 pages,3.92,31971,964,Fiction|Thriller|Mystery|Suspense|Romance,https://images.gr-assets.com/books/1356445383l/43328.jpg
Romance,"Drew Evans is a winner. Handsome and arrogant, he makes multimillion dollar business deals and seduces New York’s most beautiful women with just a smile. He has loyal friends and an indulgent family. So why has he been shuttered in his apartment for seven days, miserable and depressed? He’ll tell you he has the flu.But we all know that’s not really true.Katherine Brooks is brilliant, beautiful and ambitious. She refuses to let anything - or anyone - derail her path to success. When Kate is hired as the new associate at Drew’s father’s investment banking firm, every aspect of the dashing playboy’s life is thrown into a tailspin. The professional competition she brings is unnerving, his attraction to her is distracting, his failure to entice her into his bed is exasperating. Then, just when Drew is on the cusp of having everything he wants, his overblown confidence threatens to ruin it all. Will he be able untangle his feelings of lust and tenderness, frustration and fulfillment? Will he rise to the most important challenge of his life? Can Drew Evans win at love? Tangled is not your mother’s romance novel. It is an outrageous, passionate, witty narrative about a man who knows a lot about women…just not as much as he thinks he knows. As he tells his story, Drew learns the one thing he never wanted in life, is the only thing he can’t live without. Emma Chase Romance|Contemporary|Romance|Contemporary Romance|New Adult|Humor|Funny|Adult",Tangled,Emma Chase,"Drew Evans is a winner. Handsome and arrogant, he makes multimillion dollar business deals and seduces New York’s most beautiful women with just a smile. He has loyal friends and an indulgent family. So why has he been shuttered in his apartment for seven days, miserable and depressed? He’ll tell you he has the flu.But we all know that’s not really true.Katherine Brooks is brilliant, beautiful and ambitious. She refuses to let anything - or anyone - derail her path to success. When Kate is hired as the new associate at Drew’s father’s investment banking firm, every aspect of the dashing playboy’s life is thrown into a tailspin. The professional competition she brings is unnerving, his attraction to her is distracting, his failure to entice her into his bed is exasperating. Then, just when Drew is on the cusp of having everything he wants, his overblown confidence threatens to ruin it all. Will he be able untangle his feelings of lust and tenderness, frustration and fulfillment? Will he rise to the most important challenge of his life? Can Drew Evans win at love? Tangled is not your mother’s romance novel. It is an outrageous, passionate, witty narrative about a man who knows a lot about women…just not as much as he thinks he knows. As he tells his story, Drew learns the one thing he never wanted in life, is the only thing he can’t live without.",254 pages,4.11,97201,8981,Romance|Contemporary|Romance|Contemporary Romance|New Adult|Humor|Funny|Adult,https://images.gr-assets.com/books/1375808439l/18297707.jpg
